genotype,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127,T128,T129,T130,T131,T132,T133,T134,T135,T136,T137,T138,T139,T140,T141,T142,T143,T144,T145,T146,T147,T148,T149,T150
NC360,-4.34732726053787,-6.38738655350765,-5.23318340958034,-6.53727991656989,-2.95824481269808,-3.91834803227583,-5.69246800968709,-6.47081945031226,-3.41937118720381,-5.17947538868012,-6.60489031685105,-6.66530743882501,-6.12003220456098,-6.53207062571636,-4.38652879944289,-6.13094932017156,-5.522030229993,-5.99576168518037,-4.39550718813486,-4.53281221175427,-6.02996295622161,-5.82591480082614,-5.47296292944401,-5.57544271462094,-4.81964917386709,-4.43280445834036,-3.83652084703579,-3.09153106044974,-5.54754316455274,-5.38785323811467,-5.19104834873042,-5.68967437292676,-5.59248801621931,-4.9099724150179,-6.70727618992757,-6.51681482230187,-6.54212895123913,-6.49048051485817,-5.37009939055108,-6.25961509400686,-6.68601616287926,-6.29550496564982,-5.47979041234242,-6.52677100563084,-5.79215509733001,-6.42630896864467,-5.79872948150329,-5.63316622607091,-5.95446342449627,-6.43864879809791,-6.41207044241431,-6.02973625924793,-6.13462036907284,-4.49137453663893,-6.48103511639507,-6.39822541910217,-6.49672066563104,-6.21295744095121,-6.17910382741155,-6.10438487246029,-6.12820135679805,-5.2700529883599,-6.54507390843915,-5.14624283308825,-5.63853865737611,-6.10369970255779,-3.97223001035676,-5.94420129467778,-3.50016062680712,-6.32060993380224,-6.16913242991934,-6.28026159701909,-6.22369889638427,-6.27756812168695,-6.66789065987399,-6.52559756102108,-6.65256873286009,-5.79443254230484,-5.73551251201782,-4.52725218613206,-6.02057048635703,-4.3823263284194,-6.03577363678869,-5.73938567785921,-5.25881264395811,-6.11820257662552,-5.09256422967185,-5.31296870284635,-6.10461227989733,-6.33610169811932,-5.25967671968094,-6.40337730906273,-4.746535987483,-6.5064305755381,-6.266413437697,-6.29496132898437,-6.45630018163823,-6.31826371702005,-4.93374928497935,-5.10424289176194,-5.128656090948,-5.65545212228342,-5.83663975467762,-5.7650990769941,-6.35126409981978,-6.18311496798451,-6.44818740760373,-5.93810089356514,-4.39742514436167,-6.33366411760143,-5.97003442194755,-5.05630560027642,-6.6435700215101,-6.59864389913144,-6.3838450168965,-5.84517872789268,-4.56350761728306,-6.67837182665914,-4.74890628954575,-6.06640865801232,-6.40128298520583,-6.48681398511677,-6.0836766652991,-6.52070850910395,-6.56377552256069,-6.58208914987695,-6.05361839726358,-6.3280034872342,-3.24012419854359,-4.91426395657347,-4.94169206295314,-6.55945603187076,-4.8416113451989,-6.26211809438464,-6.49636927198116,-5.05158876867831,-2.39994278609786,-6.30700077754677,-6.79705127262245,-6.27200571916399,-6.48662952129947,-6.61583036268407,-4.06429500533976,-6.70157274435124,-5.60281344378136,-6.52471695978587,-5.71079775265152,-6.8706145713032996,-3.84373061665241,-3.51549217120881
NC362,-4.42683284585105,-6.38738655350765,-5.16988917074572,-6.50581917812817,-3.08672450253095,-4.15042399448149,-5.69246800968709,-6.46858799356992,-3.41937118720381,-5.16200196111982,-6.59004665442937,-6.64844149358764,-6.12665793421904,-6.52233360515786,-4.38652879970509,-6.18219840008064,-5.09835024272961,-6.018480092265,-4.47229466160459,-4.40869970865351,-5.81842626601614,-5.7807011542308,-5.46303754128327,-5.48366914995063,-4.74432246411434,-4.3994903758216,-3.87394778923778,-3.03205598478647,-5.54754316455274,-5.09907874675836,-5.0688371975717,-5.41587700186378,-5.57950223164357,-4.86310030968315,-6.69257430211395,-6.5145147635447,-6.55201745746031,-6.4256189045264,-5.51607274514682,-6.25961509265622,-6.69084961900539,-6.28958322790561,-5.47979041234242,-6.52677100757998,-5.79215509945315,-6.42630896864467,-5.8105767890883,-5.65372380718963,-5.95818037277499,-6.43785463340864,-6.40895655662338,-6.10222900988514,-6.11406790578047,-4.50140591172317,-6.39840407400288,-6.33817320927364,-6.4820317186101,-6.2309062046919,-6.2010915191256,-6.06048415164635,-6.20178551284207,-5.37583955975179,-6.46611574950476,-5.21792961898602,-5.36485552707221,-6.52201946742814,-4.28877649898591,-5.94027167715597,-3.47197443490848,-6.32206165947861,-6.18091341413947,-6.4163135693704,-6.35404729984929,-6.29979235400136,-6.66789065987399,-6.52373353665581,-6.67547254248141,-5.79443254230484,-5.73551251114274,-4.64831408554355,-6.05404944470381,-4.34389734181521,-5.99851683161734,-5.94373115040615,-5.25881264395811,-6.11822798014776,-4.892643334399,-5.22964415441225,-6.15351747240907,-6.24890524702579,-5.36575334279275,-6.40337730906273,-4.67068231693441,-6.50554274522213,-6.26641343745532,-6.28693857935751,-6.44425973075864,-6.26203447057159,-4.62805497842887,-4.97476861108204,-4.95364296185382,-5.65545212228342,-5.72270255433892,-5.6841499786688,-6.35126409981978,-6.16275305322378,-6.36027543428806,-5.7727718657604,-4.38532068318121,-6.26390925378058,-5.96513920716408,-5.05630560027642,-6.70284213207673,-6.59864389913144,-6.45133986848206,-5.84517872789268,-4.56841159980677,-6.67358053525853,-4.74890628954575,-6.07658661148032,-6.39545531789884,-6.48195871085342,-6.10899873338,-6.47867055054988,-6.56377552245573,-6.51458887310806,-6.05361839532654,-6.10864075178846,-3.22540860401504,-4.91426395442739,-4.5282248007347,-6.55945603187076,-4.92658215832675,-6.26211808285387,-6.49636927195053,-5.14157658101842,-2.24071062756749,-6.28422272157783,-6.77982661129725,-6.22951885506606,-6.48662952129947,-6.64949104663338,-4.12874168527204,-6.65642945407151,-5.26299841164517,-6.55729616042325,-5.53065722959725,-6.8599044883365,-3.84545004410695,-3.5894342508828
NC364,-4.37948470731149,-6.38738655350765,-5.2865177913751,-6.28857973687946,-3.15174528902617,-4.39155751648684,-5.69246800968709,-6.47354192117822,-3.41937118720381,-5.20883141526971,-6.57040740296591,-6.66040188818643,-6.01937622859292,-6.52319235784202,-4.38652880001772,-6.18219840008064,-5.32006223657978,-6.0207387015381,-4.30307663900145,-4.45922760801664,-5.89226817304177,-5.60664325518295,-5.51596960966375,-5.37095805660964,-4.94676216136209,-4.40025180931317,-3.90649126313852,-2.99075965906054,-5.54754316455274,-5.18123738293703,-5.24429910495445,-5.55866196682181,-5.58107745863709,-4.92209599484717,-6.66776573730774,-6.48755096465133,-6.54667801318595,-6.39955147636158,-5.50071921149153,-6.25961509371329,-6.68332111350686,-6.2764910151414,-5.47979041234242,-6.52677100754431,-5.7921551042916,-6.42630896864467,-5.80550958213256,-5.67613078549067,-5.95071048518152,-6.43882103613866,-6.4131149738709,-6.09266188810979,-5.96566523567163,-4.56081420517201,-6.43608734394452,-6.27929049116254,-6.45240103315136,-6.16714394161885,-6.17786544937938,-6.13160325316296,-6.01625558925648,-5.45032017867512,-6.50307545458886,-5.10841573947155,-5.38713393000179,-6.5027642616937396,-4.25174275585214,-5.94074679156711,-3.44695477994295,-6.31378997797088,-6.17690639826859,-6.23564816226461,-6.36795839782204,-6.26458446707739,-6.66789065987399,-6.49765426758129,-6.68235988677294,-5.79443254230484,-5.73551251211691,-4.64985579381664,-6.05404944470381,-4.22058835657118,-5.94146252480809,-5.90030186285471,-5.25881264395811,-6.11561101129379,-4.83674475158872,-5.25549661306415,-6.10418632391458,-6.25956519549037,-5.28561336791875,-6.40337730906273,-4.65396934859067,-6.50537532314819,-6.26641343863902,-6.30685793805321,-6.48794906888973,-6.26778414881498,-4.78546197367617,-5.11259440957003,-5.00536178444921,-5.65545212228342,-5.59248563386036,-5.79663082242918,-6.35126409981978,-6.17406305807453,-6.33639479389823,-5.73327496647662,-4.40207072364614,-6.28284753188185,-5.97056181352481,-5.05630560027642,-6.63347827937727,-6.59864389913144,-6.22811218506992,-5.84517872789268,-4.55862178987793,-6.6800935959496,-4.74890628954575,-6.00677669605282,-6.40464228911051,-6.63776650687121,-6.54189375352338,-6.45209871094331,-6.56377552243656,-6.61318244444501,-6.05361839658527,-6.20130312516699,-3.47578602334462,-4.91426395189272,-4.689656384898,-6.55945603187076,-4.8803458077521,-6.26211807935404,-6.49636927211455,-5.19692346615163,-2.47598388164432,-6.48812553728619,-6.80137364662168,-6.0834606597171,-6.48662952129947,-6.59868266043063,-4.01438345467173,-6.65136221943861,-5.16086577623054,-6.48137648529254,-5.93027968283803,-6.87875293025062,-3.65926511174647,-3.79721037597729
NC366,-4.41763898779455,-6.38738655350765,-4.74452337741789,-6.31258280468073,-3.04502758417596,-3.92613145865263,-5.69246800968709,-6.47045569454439,-3.41937118720381,-5.12629133523139,-6.63765181908635,-6.67091486004065,-6.07390645901098,-6.46097465947607,-4.38652879943759,-6.04614406641057,-5.06055383020929,-5.97861683830381,-4.34913303088637,-4.43712430243486,-5.88755297386543,-5.79251111365206,-5.5263356730878,-5.68006019062484,-4.93437350800506,-4.46410352155666,-3.94390647199213,-2.91493090400055,-5.54754316455274,-5.22966746133074,-5.19571889320554,-5.53328043802608,-5.57363491709545,-4.95878392759389,-6.63195096721719,-6.48619671693571,-6.51780734854179,-6.54920347290884,-5.35018418393356,-6.25961509334462,-6.66880074858447,-6.20873699743483,-5.47979041234242,-6.5267710074657,-5.79215509489165,-6.42630896864467,-5.7967354414874,-5.62831265613451,-5.98088815514814,-6.43468976288296,-6.39428769834076,-5.99297765474549,-5.98074731243513,-4.39549851429872,-6.48341081956298,-6.47422239422784,-6.50200572767297,-6.16634147563043,-6.18694041741031,-6.02475634090455,-6.02368376953584,-5.28654196635275,-6.34594864808003,-5.35876758921456,-5.46113435717007,-5.91783026596852,-3.93150256499917,-5.94821040432999,-3.60100417974534,-6.32734036932018,-6.16094328619127,-6.2697708337741,-6.1599263036165,-6.29291331715283,-6.66789065987399,-6.46620725026206,-6.70196239295597,-5.79443254230484,-5.73551251333231,-4.55639158081625,-6.03850183783476,-4.36214827821687,-5.82332896292218,-5.68375437429497,-5.25881264395811,-6.12135888217697,-5.09784367564789,-5.32631245684489,-6.19328285696681,-6.31252960189908,-5.21010085908386,-6.40337730906273,-4.60016869031769,-6.50913366484385,-6.2664134338588,-6.25567130164403,-6.3806208964988,-6.27734963977317,-4.6134932300423,-4.97138501518308,-5.02888388853787,-5.65545212228342,-5.81155025703918,-5.64284100356554,-6.35126409981978,-6.18020305475325,-6.39120078350724,-6.16140291151055,-4.42363757001468,-6.24253278542294,-5.89791925262066,-5.05630560027642,-6.70456195186143,-6.59864389913144,-6.3059933924713,-5.84517872789268,-4.52571448515287,-6.6763451586833,-4.74890628954575,-6.06778101058804,-6.39024244271091,-6.55557700234001,-6.14005518562947,-6.48987723691803,-6.56377552239349,-6.60797582559566,-6.05361839736727,-6.20416173152704,-3.191087706658,-4.91426395562059,-4.68717080309609,-6.55945603187076,-4.77326976350214,-6.26211809938437,-6.49636927187315,-5.1385408840781,-2.38894551445902,-6.46598821052791,-6.79098190303075,-6.07450712133937,-6.48662952129947,-6.46582571066924,-4.07278439517058,-6.69569882552041,-5.41490669587182,-6.52486679189424,-4.9801102435154,-6.85281016160466,-3.83680980105241,-3.73999863753354
NC368,-4.531577207527,-6.38738655350765,-4.90660041680061,-6.06584128370264,-2.86574645112781,-3.96797418048603,-5.69246800968709,-6.47167012174174,-3.41937118720381,-5.09016198062943,-6.63765181917887,-6.63872500574515,-6.05783651252526,-6.54154903283231,-4.38652879958714,-5.98147820856814,-5.38167620808191,-6.03588279456949,-4.50100976450408,-4.51115643917811,-5.91447902043194,-5.78742995915167,-5.51035408054234,-5.48085440070664,-4.94733488431079,-4.45921748727023,-3.81952439340068,-3.00090313951283,-5.54754316455274,-5.22288536203118,-5.19608757259196,-5.54723230602842,-5.59400259054703,-4.64707129349843,-6.71572496422981,-6.51415690004308,-6.57433987583422,-6.5052581428905,-5.36114666171389,-6.25961509409096,-6.68054160314494,-6.24630124692853,-5.47979041234242,-6.52677100654148,-5.79215510041451,-6.42630896864467,-5.83027591394437,-5.64712230120809,-5.93282052109715,-6.44151579024297,-6.42237037891642,-5.91661985138758,-6.03229636190015,-4.47221777167438,-6.42950290536964,-6.26834069095276,-6.4867427943047,-6.18077438084246,-6.0965427109209704,-6.14991236550277,-6.16686502083024,-5.4258133689353,-6.54373966161326,-4.95838068079127,-5.60254333405386,-6.52201946742814,-4.16941310999559,-5.94304979288477,-3.5078466731135,-6.326964225394,-6.17297477182303,-6.25676526640631,-6.34123261400878,-6.27300941360902,-6.66789065987399,-6.53712561526655,-6.70646488663372,-5.79443254230484,-5.73551251198164,-4.43524844605132,-5.99529850393771,-4.35754592025984,-5.79066809253323,-5.82397169785112,-5.25881264395811,-6.11616524840734,-5.2104538622873,-5.39045631508244,-6.03206509227841,-6.2964657915108,-5.25199601788205,-6.40337730906273,-4.44079090629695,-6.50508469953782,-6.26641343590364,-6.30937465362701,-6.48066115389451,-6.23853121681548,-4.91229223748574,-5.12490295656751,-5.11631647353726,-5.65545212228342,-5.73279348935644,-5.74884054491896,-6.35126409981978,-6.17031133040416,-6.32994815716637,-5.98655779435665,-4.3973892210289,-6.27455713569915,-5.98887502213017,-5.05630560027642,-6.63115634786141,-6.59864389913144,-6.30367799053972,-5.84517872789268,-4.5414425727901,-6.67098741172467,-4.74890628954575,-5.9879298057776,-6.45097763581953,-6.37842096643214,-5.91038592259927,-6.31560679297283,-6.56377552244489,-6.49873138201443,-6.05361839686838,-6.02471031003297,-3.67782330632002,-4.91426395298289,-4.76160293140298,-6.55945603187076,-4.60999752600385,-6.26211810572704,-6.49636927180873,-5.22687369408558,-2.30735230482249,-6.41204180614954,-6.7785859840737,-6.09912063219632,-6.48662952129947,-6.48348940666852,-4.11158262275504,-6.65452696666176,-5.19976963420498,-6.52155368749401,-6.20773821753919,-6.87875293025062,-3.86387951336855,-3.81237111177068
NC370,-4.51043520374234,-6.38738655350765,-5.38804419320051,-6.6178216015078,-3.02287427425515,-4.01356951609778,-5.69246800968709,-6.47025317614727,-3.41937118720381,-5.30189697676581,-6.63765181918016,-6.65575432651036,-5.97028375641461,-6.50205575798329,-4.38652879932372,-5.93027540413458,-5.42522388983553,-6.01173244581741,-4.30020975954165,-4.50320393550223,-5.75337044608984,-5.83813181684332,-5.53684849186211,-5.5090649943359304,-4.78222196053684,-4.43212015214967,-3.98543168443308,-3.14855709468971,-5.54754316455274,-5.16678081835898,-5.2853444437038,-5.58545820043223,-5.59404882914003,-4.909211525213,-6.68870996987233,-6.50616928758489,-6.54712329438642,-6.40753681210144,-5.4138823628669,-6.25961509061092,-6.68898163818759,-6.25388475151969,-5.47979041234242,-6.52677100757877,-5.79215509505473,-6.42630896864467,-5.79945621793842,-5.64897666149263,-5.96722250765996,-6.44072154913695,-6.40919609268789,-5.90912797280275,-5.97195243139297,-4.31237097501697,-6.4511595931094,-6.41896997313835,-6.49029766987077,-6.21795476240065,-6.07656927366526,-6.12525524978903,-6.00732478982748,-5.35435304755485,-6.51420113754176,-5.08449732853479,-5.22641459437213,-6.41105421095091,-3.74185479486763,-5.94428192540216,-3.55758290880262,-6.32415557612277,-6.16691319561143,-6.1310708854057,-6.45991744053903,-6.2824513671757,-6.66789065987399,-6.53712561425065,-6.61518820572553,-5.79443254230484,-5.735512514492,-4.5234523876909,-5.95607258167575,-4.36122370509868,-5.80950814250738,-5.82319393473537,-5.25881264395811,-6.12194451896306,-5.10632426807606,-5.30215023211687,-6.09359801372325,-6.2292695678005,-5.2835863170972,-6.40337730906273,-4.57974920544754,-6.50832669062949,-6.26641343612326,-6.25480112683466,-6.44509829938205,-6.29758591510404,-4.65951156874823,-5.10266460179194,-4.99738917343711,-5.65545212228342,-5.76357656435613,-5.74976848628356,-6.35126409981978,-6.17754597001998,-6.36896403167482,-6.02632419114541,-4.42343160862037,-6.2498837142001,-5.94846798505655,-5.05630560027642,-6.48640171392906,-6.59864389913144,-6.19665472147772,-5.84517872789268,-4.5295045654643,-6.68061165822564,-4.74890628954575,-6.00206194244353,-6.40863390852362,-6.63776778076074,-6.29991783632016,-6.52960299090701,-6.56377552244114,-6.54920272154734,-6.05361839722167,-5.99874369120993,-3.37120687139258,-4.91426395605142,-4.62268225384303,-6.55945603187076,-4.70344914882308,-6.26211810792459,-6.49636927191545,-5.16845038470689,-2.29029925410748,-6.49555567518726,-6.77240262124159,-6.07025788517962,-6.48662952129947,-6.64949104068347,-4.03595378930269,-6.6994686124269,-5.12199730944469,-6.56707379099651,-6.17922594604068,-6.87386470087155,-3.840549045416,-3.83370689602612
NC372,-4.46817031751384,-6.38738655350765,-5.17247474227888,-6.49344351040365,-3.07004280822095,-4.1782474729374,-5.69246800968709,-6.47477629042346,-3.41937118720381,-4.91501548730645,-6.5601646792713,-6.65086291309,-6.13841652271742,-6.56681567421259,-4.38652879964983,-6.18219840008064,-5.26756161546666,-6.02754032159505,-4.50604324377991,-4.48958094276001,-5.81094952700322,-5.53762092556803,-5.4892082300946,-5.56643022654481,-4.80914820266208,-4.4306620776142,-3.96710019079564,-3.21676771266705,-5.54754316455274,-5.15335985226218,-5.28624227221976,-5.3719847115658,-5.5979565959516,-4.7998317225006,-6.69673890487548,-6.50386687835217,-6.55420497106251,-6.47012984572224,-5.46008650127981,-6.25961509347355,-6.68898163818759,-6.29130247639646,-5.47979041234242,-6.52677100681426,-5.79215510238549,-6.42630896864467,-5.78237953505318,-5.66156598353048,-5.95469696896755,-6.43954987406194,-6.39507901913416,-5.92448019832363,-6.15117936825877,-4.37510230122253,-6.52499579019518,-6.11464083310333,-6.49616226594814,-6.17281277158683,-6.20752914683732,-6.13350492891615,-6.15325496800797,-5.32682776489997,-6.38837107573867,-5.17861780177399,-5.35871596242511,-6.47222925340404,-4.10195079405529,-5.93926847824312,-3.4842503354809,-6.30652888773418,-6.16824802683936,-6.13807324737163,-6.26186829149529,-6.29083894227707,-6.66789065987399,-6.45836250891546,-6.65632105894172,-5.79443254230484,-5.7355125107687,-4.62948533287,-6.00726495948606,-4.40493558311719,-5.79685890096524,-5.82737084586144,-5.25881264395811,-6.12157796342829,-4.85030870056113,-5.36252185977862,-6.02989967312569,-6.32503444027367,-5.31693848199629,-6.40337730906273,-4.75204288228629,-6.50615508419448,-6.26641344864368,-6.35247305150037,-6.49371689624582,-6.28237928925747,-4.6014072251844,-5.37531215027149,-5.04567865422558,-5.65545212228342,-5.89350348272352,-5.78220114256324,-6.35126409981978,-6.16883457763464,-6.39665019530134,-5.9044936883854104,-4.39858518526655,-6.33292691946269,-6.00235400686256,-5.05630560027642,-6.6692389864215,-6.59864389913144,-6.05578979710802,-5.84517872789268,-4.54375276075816,-6.68061165822564,-4.74890628954575,-6.08561266284016,-6.38861530405828,-6.63776778076074,-6.54189375674607,-6.48979712674077,-6.56377552249968,-6.60426435902267,-6.05361839650866,-6.15284864445616,-3.32254980968054,-4.91426395526543,-4.78098094696513,-6.55945603187076,-5.0294143915092,-6.26211808554899,-6.49636927210773,-5.10049688397051,-2.15823368331501,-6.34400940873485,-6.80103049762214,-6.17060980588657,-6.48662952129947,-6.54002136768005,-4.00036536830179,-6.70395965615185,-5.26872485981758,-6.50747557715588,-5.16726925431634,-6.86026510412241,-3.92701949890618,-3.73688835507361
ND246,-4.43299318557266,-6.38738655350765,-5.00986376902116,-6.61782200150757,-3.09964428782578,-4.45077659186423,-5.69246800968709,-6.47523300429806,-3.41937118720381,-5.19580170662503,-6.58190456067729,-6.65538689955561,-6.08681796412839,-6.56681567421259,-4.38652879959646,-6.10836595078618,-5.2842549739469,-6.04522088488103,-3.97527882912632,-4.54102584652991,-5.95298430660809,-5.59644436746844,-5.50285037456541,-5.30113934310159,-4.99299369430223,-4.43290945584092,-3.84396009266142,-2.92802083219583,-5.54754316455274,-5.22975943754338,-5.24449112038419,-5.51499068205272,-5.5900436192274,-4.95437247343593,-6.72047607122828,-6.50329245569857,-6.54157310842158,-6.42408685479543,-5.52071215682501,-6.25961509386334,-6.67528788141025,-6.35677876096521,-5.47979041234242,-6.52677100752489,-5.79215510723508,-6.42630896864467,-5.7826631435419,-5.67053519529783,-5.93520701966569,-6.440432945244,-6.41502553908499,-6.07947783162559,-6.07686848847796,-4.66043489714827,-6.56026813552515,-6.41845871603865,-6.50189456656182,-6.15287291389599,-6.07377191471943,-6.14991236550277,-6.08416293544456,-5.33815979397535,-6.57740878372668,-5.11849947724793,-5.07481304039059,-6.52201946742814,-3.69716005556551,-5.94227092446576,-3.52489078212197,-6.3273942847872,-6.18012274432602,-6.28690805202273,-6.42773897491884,-6.29574413168606,-6.66789065987399,-6.51398076961371,-6.65467101907665,-5.79443254230484,-5.73551251132156,-4.71515072730601,-6.03577735936,-4.25267558826448,-6.04069054930312,-6.0399580749803,-5.25881264395811,-6.11901549432623,-5.15820851314345,-5.18252762690221,-5.89501970645633,-6.41046211374178,-5.31332233002621,-6.40337730906273,-5.02367663769201,-6.50913366484385,-6.26641343997134,-6.32754611608943,-6.50603699328919,-6.36449286706753,-4.54623273947855,-5.16517579265798,-4.92008492275247,-5.65545212228342,-5.81940731035013,-5.6895469679292,-6.35126409981978,-6.18551959376736,-6.49398476337466,-5.91350051072509,-4.42487799151166,-6.31650519027291,-5.96672229301015,-5.05630560027642,-6.56959326779278,-6.59864389913144,-6.18373812850435,-5.84517872789268,-4.59294552497083,-6.6800935959496,-4.74890628954575,-6.06495138727051,-6.47745987325814,-6.57788533218257,-6.17049644846214,-6.54547385625431,-6.56377552253702,-6.50108529533122,-6.05361839707623,-6.21484506557643,-3.62051957476824,-4.91426395833575,-4.94580735543656,-6.55945603187076,-5.17590289869663,-6.2621181115602,-6.49636927211455,-4.97128796592042,-2.19962344606215,-6.63747644636376,-6.80137364662168,-6.24602688386622,-6.48662952129947,-6.60737211728004,-4.18863738234278,-6.693567657816,-5.44907044978361,-6.54550431450933,-4.98784951555724,-6.87875293025062,-3.67280548599451,-3.81515901442616
OH40B,-4.46347446729167,-6.38738655350765,-4.89643160329022,-6.61782200150757,-2.94857735448463,-4.10580738765435,-5.69246800968709,-6.4696391867758,-3.41937118720381,-5.3645318441473,-6.63765181917887,-6.65148227218871,-6.00862221291058,-6.51811414002299,-4.38652879933273,-6.18219840008064,-5.64339074645845,-5.99927763716039,-4.51196834384392,-4.46550860711725,-5.72242370135149,-5.73251533821991,-5.63387798974143,-5.64307014180824,-4.8907223153909,-4.43128930829815,-3.96695718512527,-3.10330501243433,-5.54754316455274,-5.24180435720557,-5.03526855468933,-5.59337103411476,-5.5970909614743,-4.94700617532043,-6.71572496422981,-6.51217839497717,-6.50773965684205,-6.46273221324653,-5.24101386964952,-6.25961509207128,-6.67687643039925,-6.21757047162956,-5.47979041234242,-6.52677100601546,-5.79215509146207,-6.42630896864467,-5.79934299189814,-5.61395823407755,-5.92515840304941,-6.43876441372089,-6.41423138611735,-6.01700179536236,-5.95776730966334,-4.27494022170778,-6.41156700684156,-6.38392341203023,-6.4760633431382,-6.24127585566258,-6.2010915191256,-6.12464527742753,-6.12069478253448,-5.36156512094449,-6.49970198862735,-5.19591282097421,-5.78192656735536,-6.30399518024151,-4.29957804856998,-5.95316379026961,-3.52525486529395,-6.32289372392165,-6.16698723573809,-6.32059093242266,-6.14293306201161,-6.26424760260926,-6.66789065987399,-6.53712561526655,-6.66086582003748,-5.79443254230484,-5.73551251164063,-4.57966141963103,-6.05404944470381,-4.39697315668358,-5.9501587706281,-5.78617614579311,-5.25881264395811,-6.12087006700374,-5.35707248781376,-5.28645379823287,-6.23291455678884,-6.18710626575277,-5.20030252534014,-6.40337730906273,-4.30100333902921,-6.50607095608731,-6.26641343456433,-6.22916515060607,-6.44619474482041,-6.20238147156396,-5.04300560408675,-5.00786533453419,-5.09898857370905,-5.65545212228342,-5.877480910047,-5.73604298475896,-6.35126409981978,-6.1438047721573,-6.34568814258642,-6.16140291151055,-4.44680382128074,-6.20574778172314,-5.94761473154038,-5.05630560027642,-6.54175342912321,-6.59864389913144,-6.39509948896142,-5.84517872789268,-4.50149824651047,-6.6578449725174,-4.74890628954575,-6.10308554957188,-6.47745987325814,-6.63776650687121,-6.54189375352338,-6.45612265666662,-6.56377552241726,-6.55695097749004,-6.05361839729836,-6.03622827646954,-3.65821978784584,-4.91426395781383,-4.64860637267988,-6.55945603187076,-4.53407067937586,-6.26211810424918,-6.49636927182208,-5.1971753546575,-2.30115136795887,-6.53048638081777,-6.80137364662168,-6.17689680253918,-6.48662952129947,-6.64949104663338,-4.21168058201814,-6.6675719889631,-5.11710187904339,-6.48125434760594,-5.28891997760316,-6.87875293025062,-3.66607620790232,-3.75156877719355
OH43,-4.39160167720102,-6.38738655350765,-5.1024440845152,-6.51942413695616,-3.10024098451566,-4.1036749571125,-5.69246800968709,-6.47247907867674,-3.41937118720381,-5.23235831836619,-6.61242197051902,-6.67091486004065,-6.01543403576213,-6.56681567421259,-4.3865287996402,-6.03943165468741,-5.3724413486365,-6.00878777212495,-4.29580057885043,-4.47253765616662,-5.87581962647067,-5.50072032264206,-5.47594725064375,-5.22546491189819,-4.71577409144223,-4.44480872002107,-3.80835161055079,-2.91442100044301,-5.54754316455274,-5.19670988915874,-5.14077004166453,-5.50990109910779,-5.5837015728509,-4.95446504100649,-6.71252741427082,-6.49966904013923,-6.52898747047356,-6.56918045221281,-5.19569656800576,-6.25961509424817,-6.67396155763848,-6.29454323604461,-5.47979041234242,-6.5267710074737,-5.79215509880422,-6.42630896864467,-5.77864244609998,-5.6060554471363,-6.01169159307446,-6.43762844820199,-6.35431585835494,-6.06664264980527,-6.03000589559585,-4.41048817876108,-6.45717702372868,-6.48376613296972,-6.49657068447224,-6.18527217968426,-6.15916761179277,-6.09940761546853,-5.91820617217735,-5.33053051083391,-6.57740878372668,-5.35876758921456,-5.48827433300981,-6.01524996342499,-4.3027643465516,-5.94686473095297,-3.52375079144609,-6.32471834872475,-6.16476567883231,-6.381644098669,-6.24831497379198,-6.28464093349851,-6.66789065987399,-6.52250802160746,-6.60306173137346,-5.79443254230484,-5.73551251213215,-4.90864862361033,-5.95145333977351,-4.36330885226208,-6.13102847843854,-5.61016045630068,-5.25881264395811,-6.11939478859939,-5.37152590095435,-5.24879641482134,-6.25444424065071,-6.27509574580823,-5.24919097579362,-6.40337730906273,-4.43963710582222,-6.50591422486496,-6.26641343721775,-6.27840153709495,-6.42190704399249,-6.28956369387201,-4.7325738875539,-5.08332417723248,-4.97259385541765,-5.65545212228342,-5.6948408400404,-5.72326648456154,-6.35126409981978,-6.18367769826412,-6.34168959635895,-6.09034293342686,-4.43364800973267,-6.29300563706471,-5.99995497428131,-5.05630560027642,-6.70284213207673,-6.59864389913144,-6.46327172678212,-5.84517872789268,-4.5526132875951,-6.66550092632269,-4.74890628954575,-6.09078964982075,-6.41685144508428,-6.60827504528065,-6.49544741593036,-6.54547385625431,-6.56377552243394,-6.60930790401601,-6.05361839697051,-6.1182745186175,-3.50958937319823,-4.91426395273636,-4.83320837824878,-6.55945603187076,-4.92151413606069,-6.26211810906576,-6.49636927211455,-5.26247938899484,-2.41084456224446,-6.40372118300008,-6.78403278722576,-6.04656227260697,-6.48662952129947,-6.51479082065158,-4.05784025934966,-6.73010111682088,-5.26897589977717,-6.47207847322865,-4.58233562048559,-6.82048730323753,-3.83190215278224,-3.62768529401819
